Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency
21515,Accountants and Auditors,Prepare adjusting journal entries.,9ee73f2c-d7a0-4f7f-be1c-a2a0477c8d09,2025/2/4,Average,1,1,4,1,4,False,False,False,False,False,False,3,5,5,5,5,True,True,True,True,True,True,True,FALSE,
21516,Accountants and Auditors,Review accounts for discrepancies and reconcile differences.,9ee73f2c-d7a0-4f7f-be1c-a2a0477c8d09,2025/2/4,Expert,1,4,4,1,5,False,False,False,False,False,False,4,5,5,5,1,False,False,False,False,False,False,False,FALSE,FALSE
21519,Accountants and Auditors,"Analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",9ee73f2c-d7a0-4f7f-be1c-a2a0477c8d09,2025/2/4,Average,1,2,4,1,5,False,False,False,False,False,False,4,4,5,5,5,True,True,True,True,True,True,True,FALSE,
21520,Accountants and Auditors,Report to management regarding the finances of establishment.,9ee73f2c-d7a0-4f7f-be1c-a2a0477c8d09,2025/2/4,Average,1,2,4,1,5,False,False,False,False,False,False,4,5,5,5,1,False,False,False,False,False,False,False,FALSE,FALSE
21522,Accountants and Auditors,"Evaluate taxpayer finances to determine tax liability, using knowledge of interest and discount rates, annuities, valuation of stocks and bonds, and amortization valuation of depletable assets.",9ee73f2c-d7a0-4f7f-be1c-a2a0477c8d09,2025/2/4,Average,1,1,3,1,4,False,False,False,False,False,False,4,5,5,5,5,True,True,True,True,True,True,True,FALSE,
11237,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Answer customers' questions about products, prices, availability, or credit terms.",062872dd-fd71-4d4e-bd0d-589a516b92fd,2025/2/4,Expert,1,3,5,1,1,False,False,False,False,False,False,1,4,2,3,3,True,False,False,False,True,False,False,FALSE,
20619,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify accuracy of materials lists.,062872dd-fd71-4d4e-bd0d-589a516b92fd,2025/2/4,Expert,1,5,5,2,1,False,False,False,False,False,False,1,1,1,1,5,True,False,False,False,False,False,False,FALSE,
2578,Customer Service Representatives,"Keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.",068e4921-8c97-4f53-86f3-81198341859c,2025/2/4,Expert,3,4,5,5,2,True,True,True,False,False,True,1,4,1,3,3,False,True,True,True,False,False,False,,
2580,Customer Service Representatives,Check to ensure that appropriate changes were made to resolve customers' problems.,068e4921-8c97-4f53-86f3-81198341859c,2025/2/4,Expert,2,4,5,5,2,False,False,False,False,False,False,1,3,1,3,2,False,False,False,False,False,False,False,FALSE,FALSE
2582,Customer Service Representatives,Refer unresolved customer grievances to designated departments for further investigation.,068e4921-8c97-4f53-86f3-81198341859c,2025/2/4,Novice,2,1,1,1,1,False,False,False,False,False,False,1,4,4,4,4,False,False,True,True,True,True,True,FALSE,
20608,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Prepare and submit sales contracts for orders.,176e97a2-acda-43d2-a690-69b4bf7411e4,2025/2/4,Average,4,3,2,4,2,False,False,True,True,False,False,3,2,2,3,3,False,False,False,True,False,True,False,,
11261,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Compute customer's installation or production costs and estimate savings from new services, products, or equipment.",176e97a2-acda-43d2-a690-69b4bf7411e4,2025/2/4,Novice,2,3,4,2,3,False,False,False,False,False,False,2,3,4,2,3,False,True,True,False,False,False,False,FALSE,
11249,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Inform customers of estimated delivery schedules, service contracts, warranties, or other information pertaining to purchased products.",176e97a2-acda-43d2-a690-69b4bf7411e4,2025/2/4,Expert,3,3,4,2,3,False,False,True,False,False,False,2,2,4,2,3,False,True,False,False,False,False,True,,
20619,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify accuracy of materials lists.,176e97a2-acda-43d2-a690-69b4bf7411e4,2025/2/4,Expert,2,2,4,1,2,False,False,False,False,False,False,1,2,3,1,3,False,False,True,False,True,False,False,FALSE,
18853,Human Resources Specialists,Analyze employment-related data and prepare required reports.,41d4ce93-898c-403d-90bc-e9b7d540cbfe,2025/2/20,Average,2,2,3,1,2,False,False,False,False,False,False,2,4,3,3,4,False,False,False,False,False,False,False,FALSE,FALSE
21097,Human Resources Specialists,Administer employee benefit plans.,41d4ce93-898c-403d-90bc-e9b7d540cbfe,2025/2/20,Average,3,3,4,1,3,True,False,True,False,False,True,3,1,3,3,5,False,False,False,False,False,False,False,,FALSE
21514,Accountants and Auditors,"Prepare, examine, or analyze accounting records, financial statements, or other financial reports to assess accuracy, completeness, and conformance to reporting and procedural standards.",83877fbe-1249-44a9-874a-f6d83b4b557a,2025/2/4,Novice,1,1,2,1,2,False,False,False,False,False,False,1,2,2,2,3,False,False,False,False,True,False,True,FALSE,
21515,Accountants and Auditors,Prepare adjusting journal entries.,83877fbe-1249-44a9-874a-f6d83b4b557a,2025/2/4,Average,5,2,4,1,1,True,False,True,False,False,False,1,2,1,1,2,False,False,False,False,False,False,False,,FALSE
21516,Accountants and Auditors,Review accounts for discrepancies and reconcile differences.,83877fbe-1249-44a9-874a-f6d83b4b557a,2025/2/4,Average,2,2,3,1,3,False,False,False,False,False,False,1,2,2,2,3,False,False,False,False,True,True,False,FALSE,
21519,Accountants and Auditors,"Analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",83877fbe-1249-44a9-874a-f6d83b4b557a,2025/2/4,Average,2,3,4,3,2,False,False,False,False,False,False,1,4,3,3,5,False,False,True,True,True,False,False,FALSE,
11241,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Maintain customer records, using automated systems.",f5d06813-8d49-46d0-807e-200d6d6ba5cc,2025/2/4,Novice,2,3,2,3,3,False,False,False,False,False,False,3,3,2,3,3,False,True,False,False,True,False,False,FALSE,
2578,Customer Service Representatives,"Keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.",fd71a982-ecd5-4e47-a6b5-2d826e9338c5,2025/2/4,Average,3,3,1,1,2,True,True,False,False,False,False,1,1,2,4,2,False,False,False,False,False,False,False,,FALSE
2580,Customer Service Representatives,Check to ensure that appropriate changes were made to resolve customers' problems.,fd71a982-ecd5-4e47-a6b5-2d826e9338c5,2025/2/4,Expert,1,4,5,5,4,False,False,False,False,False,False,4,4,5,4,5,False,True,True,False,False,True,True,FALSE,
2582,Customer Service Representatives,Refer unresolved customer grievances to designated departments for further investigation.,fd71a982-ecd5-4e47-a6b5-2d826e9338c5,2025/2/4,Novice,5,1,1,1,1,True,True,False,False,False,True,1,2,1,1,1,False,False,False,False,False,False,False,,FALSE
2585,Customer Service Representatives,"Obtain and examine all relevant information to assess validity of complaints and to determine possible causes, such as extreme weather conditions that could increase utility bills.",fd71a982-ecd5-4e47-a6b5-2d826e9338c5,2025/2/4,Novice,5,2,2,1,4,True,False,True,False,False,True,1,1,4,2,1,False,False,False,False,False,False,False,,FALSE
2580,Customer Service Representatives,Check to ensure that appropriate changes were made to resolve customers' problems.,9ac1553a-ff20-46a4-a1dd-1b08cd0637f7,2025/2/4,Expert,1,1,5,4,3,False,False,False,False,False,False,1,3,2,4,3,False,False,False,True,True,True,False,FALSE,
2581,Customer Service Representatives,Contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments.,9ac1553a-ff20-46a4-a1dd-1b08cd0637f7,2025/2/4,Expert,1,2,5,5,4,False,False,False,False,False,False,2,5,4,3,5,False,False,False,True,True,True,False,FALSE,
2582,Customer Service Representatives,Refer unresolved customer grievances to designated departments for further investigation.,9ac1553a-ff20-46a4-a1dd-1b08cd0637f7,2025/2/4,Expert,1,1,5,3,3,False,False,False,False,False,False,1,4,2,3,4,False,False,False,True,True,True,False,FALSE,
2578,Customer Service Representatives,"Keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.",51a20660-b319-44ac-9e2d-1f5c4bca356d,2025/2/4,Expert,2,3,4,4,3,False,False,False,False,False,False,2,4,3,2,3,False,True,False,True,False,True,True,FALSE,
2580,Customer Service Representatives,Check to ensure that appropriate changes were made to resolve customers' problems.,51a20660-b319-44ac-9e2d-1f5c4bca356d,2025/2/4,Average,3,2,3,3,2,False,False,False,True,True,False,2,3,3,2,2,False,False,False,False,False,False,False,,FALSE
2583,Customer Service Representatives,"Determine charges for services requested, collect deposits or payments, or arrange for billing.",51a20660-b319-44ac-9e2d-1f5c4bca356d,2025/2/4,Expert,3,3,4,4,3,False,True,False,False,False,True,3,1,1,2,2,False,False,False,False,False,False,False,,FALSE
2582,Customer Service Representatives,Refer unresolved customer grievances to designated departments for further investigation.,51a20660-b319-44ac-9e2d-1f5c4bca356d,2025/2/4,Novice,4,1,1,2,1,False,False,True,True,True,False,1,4,1,3,3,False,False,True,True,False,True,True,,
2579,Customer Service Representatives,"Resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",51a20660-b319-44ac-9e2d-1f5c4bca356d,2025/2/4,Average,3,3,3,3,2,False,True,False,False,False,True,2,4,2,3,3,False,False,True,True,False,False,False,,
2578,Customer Service Representatives,"Keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.",a04ad3b9-2354-476d-9073-5105fea2993f,2025/2/4,Expert,1,4,4,4,2,False,False,False,False,False,False,1,5,3,4,5,False,True,False,True,False,False,False,FALSE,
2580,Customer Service Representatives,Check to ensure that appropriate changes were made to resolve customers' problems.,a04ad3b9-2354-476d-9073-5105fea2993f,2025/2/4,Novice,3,1,1,1,1,True,True,False,False,False,False,1,2,3,2,1,False,False,False,False,False,False,False,,FALSE
2581,Customer Service Representatives,Contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments.,a04ad3b9-2354-476d-9073-5105fea2993f,2025/2/4,Expert,2,2,2,3,1,False,False,False,False,False,False,3,4,4,4,3,False,False,False,True,False,True,False,FALSE,
2583,Customer Service Representatives,"Determine charges for services requested, collect deposits or payments, or arrange for billing.",a04ad3b9-2354-476d-9073-5105fea2993f,2025/2/4,Expert,3,2,3,2,1,False,True,False,False,False,False,1,4,3,3,2,False,False,False,False,False,False,False,,FALSE
2584,Customer Service Representatives,"Complete contract forms, prepare change of address records, or issue service discontinuance orders, using computers.",a04ad3b9-2354-476d-9073-5105fea2993f,2025/2/4,Expert,3,1,1,1,1,True,True,False,False,False,False,1,2,1,1,2,False,False,False,False,False,False,False,,FALSE
2582,Customer Service Representatives,Refer unresolved customer grievances to designated departments for further investigation.,a04ad3b9-2354-476d-9073-5105fea2993f,2025/2/4,Expert,1,1,3,3,1,False,False,False,False,False,False,3,5,5,5,5,True,False,False,True,False,False,False,FALSE,
2579,Customer Service Representatives,"Resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",a04ad3b9-2354-476d-9073-5105fea2993f,2025/2/4,Expert,1,1,2,3,2,False,False,False,False,False,False,3,3,3,3,2,False,False,False,False,False,False,False,FALSE,FALSE
2591,Customer Service Representatives,"Recommend improvements in products, packaging, shipping, service, or billing methods and procedures to prevent future problems.",a04ad3b9-2354-476d-9073-5105fea2993f,2025/2/4,Average,1,1,1,2,1,False,False,False,False,False,False,1,4,2,4,3,False,False,True,True,False,False,False,FALSE,
2578,Customer Service Representatives,"Keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.",3ebaf3c4-560d-4f15-9032-ad4b40e6a004,2025/2/4,Expert,3,1,2,1,3,True,True,False,False,False,True,1,2,2,2,3,False,False,False,True,True,False,False,,
2582,Customer Service Representatives,Refer unresolved customer grievances to designated departments for further investigation.,3ebaf3c4-560d-4f15-9032-ad4b40e6a004,2025/2/4,Average,2,5,1,1,2,False,False,False,False,False,False,1,3,3,3,3,False,True,True,True,True,False,False,FALSE,
21511,Accountants and Auditors,"Examine and evaluate financial and information systems, recommending controls to ensure system reliability and data integrity.",58576f35-6401-4020-ba16-ec61ab31ecc0,2025/2/4,Average,4,4,3,4,4,True,True,False,False,False,False,4,2,3,4,4,False,False,False,True,False,True,False,,
21514,Accountants and Auditors,"Prepare, examine, or analyze accounting records, financial statements, or other financial reports to assess accuracy, completeness, and conformance to reporting and procedural standards.",58576f35-6401-4020-ba16-ec61ab31ecc0,2025/2/4,Average,3,4,5,3,3,False,False,True,True,True,False,3,3,4,3,4,False,True,False,False,True,False,False,,
21515,Accountants and Auditors,Prepare adjusting journal entries.,58576f35-6401-4020-ba16-ec61ab31ecc0,2025/2/4,Expert,3,3,4,3,4,False,False,False,False,True,False,3,4,3,4,4,False,False,True,False,False,True,True,,
21516,Accountants and Auditors,Review accounts for discrepancies and reconcile differences.,58576f35-6401-4020-ba16-ec61ab31ecc0,2025/2/4,Expert,3,2,4,3,2,False,False,False,True,False,True,3,3,4,3,3,False,False,True,True,False,False,True,,
2578,Customer Service Representatives,"Keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.",1e179847-c9a2-4022-b113-801d7f72326b,2025/2/4,Expert,1,5,5,4,3,False,False,False,False,False,False,3,4,3,4,4,False,True,True,True,True,True,True,FALSE,
2580,Customer Service Representatives,Check to ensure that appropriate changes were made to resolve customers' problems.,1e179847-c9a2-4022-b113-801d7f72326b,2025/2/4,Expert,1,2,5,5,3,False,False,False,False,False,False,4,4,4,4,4,False,False,False,False,False,False,False,FALSE,
2579,Customer Service Representatives,"Resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",1e179847-c9a2-4022-b113-801d7f72326b,2025/2/4,Average,1,1,4,4,2,False,False,False,False,False,False,4,4,4,4,4,False,False,False,False,False,False,False,FALSE,
2578,Customer Service Representatives,"Keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.",d89414fb-2116-4891-8eb2-52b7423851e2,2025/2/4,Average,4,2,3,3,1,False,False,False,True,False,False,1,4,2,2,2,False,False,False,False,False,False,False,,FALSE
2580,Customer Service Representatives,Check to ensure that appropriate changes were made to resolve customers' problems.,d89414fb-2116-4891-8eb2-52b7423851e2,2025/2/4,Average,2,1,2,2,2,False,False,False,False,False,False,1,2,1,1,1,False,False,False,False,False,False,False,FALSE,FALSE
2583,Customer Service Representatives,"Determine charges for services requested, collect deposits or payments, or arrange for billing.",d89414fb-2116-4891-8eb2-52b7423851e2,2025/2/4,Average,4,4,4,2,1,False,True,False,False,False,False,1,4,2,2,1,False,False,False,False,False,False,False,,FALSE
2579,Customer Service Representatives,"Resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",d89414fb-2116-4891-8eb2-52b7423851e2,2025/2/4,Average,4,1,2,2,1,False,True,False,False,False,False,1,3,2,1,2,False,False,False,False,False,False,False,,FALSE
11237,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Answer customers' questions about products, prices, availability, or credit terms.",3d257e7d-751d-462a-93a7-61d1cd9333b6,2025/2/4,Novice,3,3,4,1,4,False,False,True,False,False,False,3,5,3,3,3,False,True,False,False,False,False,False,,
11246,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Prepare sales presentations or proposals to explain product specifications or applications.,3d257e7d-751d-462a-93a7-61d1cd9333b6,2025/2/4,Novice,5,3,3,3,3,False,False,True,False,False,False,3,2,4,4,4,False,True,False,False,False,False,False,,
11252,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Complete expense reports, sales reports, or other paperwork.",3d257e7d-751d-462a-93a7-61d1cd9333b6,2025/2/4,Novice,4,2,3,2,3,False,False,False,False,False,False,4,3,5,3,4,False,True,False,False,False,False,False,,
11249,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Inform customers of estimated delivery schedules, service contracts, warranties, or other information pertaining to purchased products.",3d257e7d-751d-462a-93a7-61d1cd9333b6,2025/2/4,Novice,3,5,3,1,5,True,False,False,False,False,False,2,3,3,3,4,False,True,False,False,False,False,False,,
11245,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Collaborate with colleagues to exchange information, such as selling strategies or marketing information.",3d257e7d-751d-462a-93a7-61d1cd9333b6,2025/2/4,Novice,4,3,4,1,3,False,False,True,False,False,False,3,4,2,3,3,False,False,False,True,False,False,False,,
20619,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify accuracy of materials lists.,3d257e7d-751d-462a-93a7-61d1cd9333b6,2025/2/4,Average,4,4,3,1,4,False,False,True,False,False,False,3,3,3,4,4,False,True,False,False,False,False,False,,
20620,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify customer credit ratings.,3d257e7d-751d-462a-93a7-61d1cd9333b6,2025/2/4,Average,4,3,2,1,3,False,False,True,False,False,False,3,4,2,4,2,False,False,False,False,False,False,False,,FALSE
19826,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Present information to customers about the energy efficiency or environmental impact of scientific or technical products.,3d257e7d-751d-462a-93a7-61d1cd9333b6,2025/2/4,Expert,3,3,2,1,4,False,False,True,False,False,False,3,3,2,4,4,False,True,False,False,False,False,False,,
20608,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Prepare and submit sales contracts for orders.,22212f89-3f81-4661-85b9-7a507e26a0f3,2025/2/4,Expert,5,4,5,2,5,True,False,True,False,False,True,4,5,5,5,5,True,True,True,True,True,True,True,,
11241,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Maintain customer records, using automated systems.",22212f89-3f81-4661-85b9-7a507e26a0f3,2025/2/4,Expert,5,4,3,4,4,True,False,True,False,False,True,4,4,4,4,5,False,False,False,False,False,False,False,,
11241,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Maintain customer records, using automated systems.",367e9aa4-822c-4a99-acff-e981f4b52e30,2025/2/4,Novice,3,1,2,1,1,True,True,False,False,False,True,1,3,1,3,3,False,True,True,True,True,True,False,,
11237,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Answer customers' questions about products, prices, availability, or credit terms.",367e9aa4-822c-4a99-acff-e981f4b52e30,2025/2/4,Expert,1,3,4,5,5,False,False,False,False,False,False,1,5,5,5,5,False,True,True,True,True,False,True,FALSE,
11238,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Quote prices, credit terms, or other bid specifications.",367e9aa4-822c-4a99-acff-e981f4b52e30,2025/2/4,Expert,1,3,5,5,5,False,False,False,False,False,False,1,5,5,5,5,False,True,True,True,True,False,True,FALSE,
11261,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Compute customer's installation or production costs and estimate savings from new services, products, or equipment.",367e9aa4-822c-4a99-acff-e981f4b52e30,2025/2/4,Expert,1,4,5,4,5,False,False,False,False,False,False,1,5,5,5,5,False,True,True,True,True,False,True,FALSE,
11245,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Collaborate with colleagues to exchange information, such as selling strategies or marketing information.",367e9aa4-822c-4a99-acff-e981f4b52e30,2025/2/4,Expert,2,2,2,1,3,False,False,False,False,False,False,1,5,1,5,4,False,False,True,True,False,True,True,FALSE,
20620,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify customer credit ratings.,367e9aa4-822c-4a99-acff-e981f4b52e30,2025/2/4,Expert,2,3,5,2,3,False,False,False,False,False,False,1,4,5,5,5,False,True,True,True,True,True,True,FALSE,
11237,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Answer customers' questions about products, prices, availability, or credit terms.",2e30bf1f-1172-4545-bf4e-6871a20f9633,2025/2/4,Average,1,4,4,3,3,False,False,False,False,False,False,1,4,3,4,3,False,True,True,True,False,True,True,FALSE,
11238,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Quote prices, credit terms, or other bid specifications.",2e30bf1f-1172-4545-bf4e-6871a20f9633,2025/2/4,Expert,1,4,4,4,3,False,False,False,False,False,False,2,2,4,2,4,False,True,True,False,True,True,True,FALSE,
11252,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Complete expense reports, sales reports, or other paperwork.",2e30bf1f-1172-4545-bf4e-6871a20f9633,2025/2/4,Average,5,1,1,1,1,True,True,True,True,True,True,2,1,1,1,1,False,False,False,False,False,False,False,,FALSE
20620,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify customer credit ratings.,2e30bf1f-1172-4545-bf4e-6871a20f9633,2025/2/4,Expert,2,4,4,4,4,False,False,False,False,False,False,1,2,3,3,2,False,False,False,False,False,False,False,FALSE,FALSE
2580,Customer Service Representatives,Check to ensure that appropriate changes were made to resolve customers' problems.,8e0338c0-77a3-4cc4-ba4f-3889bf21a888,2025/2/4,Expert,5,3,4,1,3,True,False,False,False,False,False,3,4,4,4,5,True,True,False,True,True,False,False,,
2581,Customer Service Representatives,Contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments.,8e0338c0-77a3-4cc4-ba4f-3889bf21a888,2025/2/4,Expert,5,2,3,2,3,True,True,True,True,False,False,3,2,4,2,5,False,True,False,False,True,True,True,,
21514,Accountants and Auditors,"Prepare, examine, or analyze accounting records, financial statements, or other financial reports to assess accuracy, completeness, and conformance to reporting and procedural standards.",39688778-3db9-4505-9aa7-9028d09862a4,2025/2/4,Average,1,2,4,3,2,False,False,False,False,False,False,1,3,3,3,2,False,False,False,False,False,False,False,FALSE,FALSE
21515,Accountants and Auditors,Prepare adjusting journal entries.,39688778-3db9-4505-9aa7-9028d09862a4,2025/2/4,Novice,3,1,2,1,1,False,True,True,False,False,True,1,2,3,4,2,False,False,False,False,False,False,False,,FALSE
21516,Accountants and Auditors,Review accounts for discrepancies and reconcile differences.,39688778-3db9-4505-9aa7-9028d09862a4,2025/2/4,Expert,1,2,4,3,3,False,False,False,False,False,False,1,4,1,5,5,False,True,True,True,True,True,True,FALSE,
21520,Accountants and Auditors,Report to management regarding the finances of establishment.,39688778-3db9-4505-9aa7-9028d09862a4,2025/2/4,Novice,1,2,4,5,3,False,False,False,False,False,False,1,5,3,4,3,True,True,True,True,True,True,True,FALSE,
21511,Accountants and Auditors,"Examine and evaluate financial and information systems, recommending controls to ensure system reliability and data integrity.",006d04d0-7e7c-4553-931e-704a998c90a0,2025/2/4,Expert,5,2,1,2,5,False,True,True,False,False,False,1,1,1,1,1,False,False,False,False,False,False,False,,FALSE
21514,Accountants and Auditors,"Prepare, examine, or analyze accounting records, financial statements, or other financial reports to assess accuracy, completeness, and conformance to reporting and procedural standards.",006d04d0-7e7c-4553-931e-704a998c90a0,2025/2/4,Expert,1,1,1,1,1,False,False,False,False,False,False,1,1,2,1,1,False,False,False,False,False,False,False,FALSE,FALSE
21515,Accountants and Auditors,Prepare adjusting journal entries.,006d04d0-7e7c-4553-931e-704a998c90a0,2025/2/4,Average,1,1,1,1,1,False,False,False,False,False,False,1,1,1,1,1,False,False,False,False,False,False,False,FALSE,FALSE
21520,Accountants and Auditors,Report to management regarding the finances of establishment.,006d04d0-7e7c-4553-931e-704a998c90a0,2025/2/4,Expert,2,1,1,1,2,False,False,False,False,False,False,2,2,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
21522,Accountants and Auditors,"Evaluate taxpayer finances to determine tax liability, using knowledge of interest and discount rates, annuities, valuation of stocks and bonds, and amortization valuation of depletable assets.",006d04d0-7e7c-4553-931e-704a998c90a0,2025/2/4,Expert,2,1,2,2,2,False,False,False,False,False,False,2,2,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE
20608,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Prepare and submit sales contracts for orders.,9954ac73-5cfa-494f-abfb-429a904327d7,2025/2/4,Average,3,2,3,1,4,False,True,True,False,False,False,2,5,4,4,3,False,True,True,False,False,False,True,,
11241,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Maintain customer records, using automated systems.",9954ac73-5cfa-494f-abfb-429a904327d7,2025/2/4,Expert,3,3,4,1,4,True,True,False,False,False,False,1,1,1,1,2,False,False,False,False,False,False,False,,FALSE
20619,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify accuracy of materials lists.,9954ac73-5cfa-494f-abfb-429a904327d7,2025/2/4,Expert,1,3,4,1,4,False,False,False,False,False,False,4,1,1,4,4,False,False,True,False,True,False,True,FALSE,
20620,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify customer credit ratings.,9954ac73-5cfa-494f-abfb-429a904327d7,2025/2/4,Average,1,4,4,1,3,False,False,False,False,False,False,1,4,1,3,2,False,False,False,False,False,False,False,FALSE,FALSE
2581,Customer Service Representatives,Contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments.,0f89d819-f87a-4abb-b394-6af0328cb8d5,2025/2/4,Novice,4,3,3,4,4,False,True,False,False,True,False,3,4,4,4,3,False,True,True,False,False,False,True,,
2578,Customer Service Representatives,"Keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.",c391413c-4a8b-4ae2-88e6-270d1045757e,2025/2/4,Expert,2,5,5,5,5,False,False,False,False,False,False,2,2,3,3,5,False,True,True,True,False,False,False,FALSE,
2581,Customer Service Representatives,Contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments.,c391413c-4a8b-4ae2-88e6-270d1045757e,2025/2/4,Expert,2,5,5,5,5,False,False,False,False,False,False,3,5,5,5,5,False,True,False,True,True,False,True,FALSE,
2583,Customer Service Representatives,"Determine charges for services requested, collect deposits or payments, or arrange for billing.",c391413c-4a8b-4ae2-88e6-270d1045757e,2025/2/4,Expert,5,5,5,5,5,True,True,False,True,True,False,4,4,5,4,5,False,False,False,True,True,True,False,,
2584,Customer Service Representatives,"Complete contract forms, prepare change of address records, or issue service discontinuance orders, using computers.",c391413c-4a8b-4ae2-88e6-270d1045757e,2025/2/4,Expert,3,5,4,5,4,False,False,True,True,True,True,3,5,5,4,5,True,False,False,True,True,False,False,,
2582,Customer Service Representatives,Refer unresolved customer grievances to designated departments for further investigation.,c391413c-4a8b-4ae2-88e6-270d1045757e,2025/2/4,Expert,4,5,4,5,4,False,True,False,True,True,False,4,5,4,5,4,False,False,True,False,True,True,False,,
2579,Customer Service Representatives,"Resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",c391413c-4a8b-4ae2-88e6-270d1045757e,2025/2/4,Expert,4,3,4,5,5,False,True,True,False,True,False,4,4,3,4,5,True,False,True,False,False,False,True,,
2587,Customer Service Representatives,Review insurance policy terms to determine whether a particular loss is covered by insurance.,c391413c-4a8b-4ae2-88e6-270d1045757e,2025/2/4,Expert,3,2,4,4,5,True,True,False,False,True,True,4,3,3,4,4,True,True,True,False,False,False,False,,
2589,Customer Service Representatives,Compare disputed merchandise with original requisitions and information from invoices and prepare invoices for returned goods.,c391413c-4a8b-4ae2-88e6-270d1045757e,2025/2/4,Expert,3,4,3,4,3,False,False,False,False,True,True,3,3,3,4,2,False,False,False,False,False,False,False,,FALSE
