Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Automation Capacity Rating,Physical Action Requirement,Involved Uncertainty,Domain Expertise Requirement,Interpersonal Communication Requirement,Human Agency Scale Rating
3395,Budget Analysts,Direct the preparation of regular and special budget reports.,YellowZebra,2025/4/5,3,1,2,3,3,3
18090,Health Informatics Specialists,"Translate nursing practice information between nurses and systems engineers, analysts, or designers, using object-oriented models or other techniques.",YellowZebra,2025/4/5,3,1,1,3,4,3
14749,Web Administrators,"Track, compile, and analyze Web site usage data.",YellowZebra,2025/4/5,4,1,1,2,1,2
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,YellowZebra,2025/4/5,4,1,1,3,1,2
3401,Budget Analysts,Review operating budgets to analyze trends affecting budget needs.,YellowZebra,2025/4/5,3,1,1,3,2,3
16198,Video Game Designers,Provide feedback to designers and other colleagues regarding game design features.,YellowZebra,2025/4/5,3,1,2,3,3,3
7372,Mathematicians,"Assemble sets of assumptions, and explore the consequences of each set.",YellowZebra,2025/4/5,2,1,4,4,2,5
14710,Web Developers,"Perform Web site tests according to planned schedules, or after any Web site or product revision.",YellowZebra,2025/4/5,5,1,1,2,1,1
14732,Web Administrators,"Determine sources of Web page or server problems, and take action to correct such problems.",YellowZebra,2025/4/5,4,1,2,3,2,2
7370,Mathematicians,Perform computations and apply methods of numerical analysis to data.,YellowZebra,2025/4/5,4,1,1,2,1,2
21165,Tax Preparers,Schedule appointments with clients.,YellowZebra,2025/4/5,5,1,1,1,2,1
1151,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories.",RedTiger,2025/4/5,3,4,4,3,2,3
15717,Online Merchants,"Promote products in online communities through weblog or discussion-forum postings, e-mail marketing programs, or online advertising.",RedTiger,2025/4/5,4,1,3,3,1,2
21318,Financial Managers,"Approve, reject, or coordinate the approval or rejection of lines of credit or commercial, real estate, or personal loans.",RedTiger,2025/4/5,3,3,5,5,3,3
22411,Librarians and Media Collections Specialists,"Search standard reference materials, including online sources and the Internet, to answer patrons' reference questions.",WhiteHorse,2025/4/6,3,3,2,4,2,3
284,Art Directors,"Formulate basic layout design or presentation approach and specify material details, such as style and size of type, photographs, graphics, animation, video, and sound.",WhiteHorse,2025/4/6,2,4,4,5,5,5
22420,Librarians and Media Collections Specialists,Locate unusual or unique information in response to specific requests.,WhiteHorse,2025/4/6,3,3,2,4,3,3
23315,Insurance Claims and Policy Processing Clerks,Post or attach information to claim file.,BrownKangaroo,2025/4/6,3,2,3,4,1,3
2821,Desktop Publishers,"Enter digitized data into electronic prepress system computer memory, using scanner, camera, keyboard, or mouse.",BrownKangaroo,2025/4/6,3,3,3,2,3,3
23319,Insurance Claims and Policy Processing Clerks,Process and record new insurance policies and claims.,BrownKangaroo,2025/4/6,3,3,3,4,2,3
2818,Desktop Publishers,"Enter text into computer keyboard and select the size and style of type, column width, and appropriate spacing for printed materials.",BrownKangaroo,2025/4/6,3,2,3,3,3,3
23322,Insurance Claims and Policy Processing Clerks,Correspond with insured or agent to obtain information or to inform them of account status or changes.,BrownKangaroo,2025/4/6,2,2,3,2,4,4
23314,Insurance Claims and Policy Processing Clerks,Calculate amount of claim.,BrownKangaroo,2025/4/6,4,2,2,3,1,2
20560,Photographers,Write photograph captions.,450,2025/4/26,5,1,2,3,1,1
23326,Insurance Claims and Policy Processing Clerks,"Transcribe data to worksheets, and enter data into computer for use in preparing documents and adjusting accounts.",BrownKangaroo,2025/4/6,2,2,3,3,3,4
22625,"News Analysts, Reporters, and Journalists","Examine news items of local, national, and international significance to determine topics to address, or obtain assignments from editorial staff members.",WhiteHorse,2025/4/6,3,4,5,5,5,5
5161,Proofreaders and Copy Markers,"Compare information or figures on one record against same data on other records, or with original copy, to detect errors.",BrownKangaroo,2025/4/6,4,2,2,3,1,2
22409,Librarians and Media Collections Specialists,"Review and evaluate materials, using book reviews, catalogs, faculty recommendations, and current holdings to select and order print, audio-visual, and electronic resources.",WhiteHorse,2025/4/6,3,2,3,4,4,3
5160,Proofreaders and Copy Markers,Read corrected copies or proofs to ensure that all corrections have been made.,BrownKangaroo,2025/4/6,4,2,2,4,2,2
7276,Management Analysts,Gather and organize information on problems or procedures.,BrownKangaroo,2025/4/6,4,2,3,2,1,2
2829,Desktop Publishers,Select number of colors and determine color separations.,BrownKangaroo,2025/4/6,4,2,2,3,2,2
20554,Public Relations Specialists,Write press releases or other media communications to promote clients.,WhiteHorse,2025/4/6,3,3,4,4,5,4
1779,Editors,"Plan the contents of publications according to the publication's style, editorial policy, and publishing requirements.",WhiteHorse,2025/4/6,4,1,3,3,5,2
1777,Editors,"Read copy or proof to detect and correct errors in spelling, punctuation, and syntax.",WhiteHorse,2025/4/6,4,1,2,5,2,2
22635,"News Analysts, Reporters, and Journalists",Revise work to meet editorial approval or to fit time or space requirements.,WhiteHorse,2025/4/6,3,4,3,5,3,4
16807,Molecular and Cellular Biologists,Maintain accurate laboratory records and data.,WhiteHorse,2025/4/6,2,4,5,5,2,5
5503,Geographers,"Create and modify maps, graphs, or diagrams, using geographical information software and related equipment, and principles of cartography, such as coordinate systems, longitude, latitude, elevation, topography, and map scales.",WhiteHorse,2025/4/6,4,3,3,5,2,3
294,Art Directors,Create custom illustrations or other graphic elements.,WhiteHorse,2025/4/6,3,3,3,5,4,3
16968,Quality Control Analysts,Review data from contract laboratories to ensure accuracy and regulatory compliance.,WhiteHorse,2025/4/6,3,4,4,5,4,4
1780,Editors,"Verify facts, dates, and statistics, using standard reference sources.",WhiteHorse,2025/4/6,5,1,2,2,2,1
306,Graphic Designers,"Develop graphics and layouts for product illustrations, company logos, and Web sites.",WhiteHorse,2025/4/6,4,1,2,5,2,3
16790,Bioinformatics Scientists,Create novel computational approaches and analytical tools as required by research goals.,WhiteHorse,2025/4/6,4,1,2,5,2,2
285,Art Directors,"Review and approve art materials, copy materials, and proofs of printed copy developed by staff members.",WhiteHorse,2025/4/6,3,3,3,4,3,3
3977,Technical Writers,Analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,WhiteHorse,2025/4/6,5,2,2,3,2,2
16791,Bioinformatics Scientists,"Compile data for use in activities, such as gene expression profiling, genome annotation, or structural bioinformatics.",WhiteHorse,2025/4/6,4,2,3,4,1,2
16783,Bioinformatics Scientists,Instruct others in the selection and use of bioinformatics tools.,WhiteHorse,2025/4/6,4,2,3,3,1,2
5671,"Business Teachers, Postsecondary",Advise students on academic and vocational curricula and career issues.,WhiteHorse,2025/4/6,3,4,4,5,5,5
22638,"News Analysts, Reporters, and Journalists","Review written, audio, or video copy, and correct errors in content, grammar, or punctuation, following prescribed editorial style and formatting guidelines.",WhiteHorse,2025/4/6,4,3,3,4,4,3
12963,Social Science Research Assistants,Design and create special programs for tasks such as statistical analysis and data entry and cleaning.,WhiteHorse,2025/4/6,5,2,2,3,2,2
15583,Clinical Research Coordinators,"Review scientific literature, participate in continuing education activities, or attend conferences and seminars to maintain current knowledge of clinical studies affairs and issues.",BlueLion,2025/4/6,3,2,2,4,3,3
12955,Social Science Research Assistants,"Perform descriptive and multivariate statistical analyses of data, using computer software.",WhiteHorse,2025/4/6,4,2,3,4,3,3
1785,Editors,"Assign topics, events and stories to individual writers or reporters for coverage.",WhiteHorse,2025/4/6,3,1,4,4,3,3
304,Graphic Designers,"Review final layouts and suggest improvements, as needed.",WhiteHorse,2025/4/6,4,1,3,4,2,2
14623,Computer and Information Research Scientists,Analyze problems to develop solutions involving computer hardware and software.,GreenElephant,2025/4/6,3,2,3,3,2,4
14640,Software Quality Assurance Analysts and Testers,"Develop testing programs that address areas such as database impacts, software scenarios, regression testing, negative testing, error or bug retests, or usability.",GreenElephant,2025/4/6,3,3,3,4,2,4
18943,Credit Counselors,"Prioritize client debt repayment to avoid dire consequences, such as bankruptcy or foreclosure or to reduce overall costs, such as by paying high-interest or short-term loans first.",GreenElephant,2025/4/6,3,4,4,4,4,4
1325,Network and Computer Systems Administrators,Monitor network performance to determine whether adjustments are needed and where changes will be needed in the future.,GreenElephant,2025/4/6,3,3,4,4,3,4
14695,Web Developers,Perform or direct Web site updates.,GreenElephant,2025/4/6,3,3,3,4,3,4
7365,Tax Preparers,Calculate form preparation fees according to return complexity and processing time required.,GreenElephant,2025/4/6,4,2,3,3,2,3
14649,Software Quality Assurance Analysts and Testers,"Develop or specify standards, methods, or procedures to determine product quality or release readiness.",GreenElephant,2025/4/6,3,3,4,4,3,4
8955,Statisticians,"Identify relationships and trends in data, as well as any factors that could affect the results of research.",GreenElephant,2025/4/6,4,2,3,4,2,3
18942,Credit Counselors,Prepare written documents to establish contracts with or communicate financial recommendations to clients.,GreenElephant,2025/4/6,3,4,4,4,4,5
16194,Video Game Designers,"Review or evaluate competitive products, film, music, television, and other art forms to generate new game design ideas.",GreenElephant,2025/4/6,3,3,4,4,2,4
14667,Computer Systems Engineers/Architects,"Provide advice on project costs, design concepts, or design changes.",GreenElephant,2025/4/6,2,3,4,4,4,5
1318,Network and Computer Systems Administrators,"Maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations.",GreenElephant,2025/4/6,3,3,3,3,2,4
14639,Software Quality Assurance Analysts and Testers,Test system modifications to prepare for implementation.,GreenElephant,2025/4/6,3,2,3,3,2,4
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,GreenElephant,2025/4/6,3,3,3,4,2,4
1329,Network and Computer Systems Administrators,Analyze equipment performance records to determine the need for repair or replacement.,GreenElephant,2025/4/6,4,2,3,3,2,2
14675,Computer Systems Engineers/Architects,Monitor system operation to detect potential problems.,GreenElephant,2025/4/6,3,3,3,3,2,4
14625,Computer and Information Research Scientists,Evaluate project plans and proposals to assess feasibility issues.,GreenElephant,2025/4/6,3,2,3,3,2,4
14694,Web Developers,"Design, build, or maintain Web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",GreenElephant,2025/4/6,3,3,4,4,3,4
7358,Tax Preparers,"Compute taxes owed or overpaid, using adding machines or personal computers, and complete entries on forms, following tax form instructions and tax tables.",GreenElephant,2025/4/6,4,2,3,3,2,3
1252,Credit Analysts,"Evaluate customer records and recommend payment plans, based on earnings, savings data, payment history, and purchase activity.",GreenElephant,2025/4/6,4,2,3,4,3,3
15983,Financial Quantitative Analysts,Provide application or analytical support to researchers or traders on issues such as valuations or data.,GreenElephant,2025/4/6,4,2,3,4,2,3
16199,Video Game Designers,Balance and adjust gameplay experiences to ensure the critical and commercial success of the product.,GreenElephant,2025/4/6,3,3,4,4,3,4
14673,Computer Systems Engineers/Architects,"Identify system data, hardware, or software components required to meet user needs.",GreenElephant,2025/4/6,3,2,3,3,4,4
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",GreenElephant,2025/4/6,4,2,3,3,2,3
16201,Video Game Designers,"Solicit, obtain, and integrate feedback from design and technical staff into original game design.",GreenElephant,2025/4/6,3,2,3,3,2,4
1250,Credit Analysts,Analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,GreenElephant,2025/4/6,4,2,4,4,3,3
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,GreenElephant,2025/4/6,3,2,3,3,2,4
16786,Bioinformatics Scientists,Develop new software applications or customize existing applications to meet specific scientific project needs.,WhiteHorse,2025/4/6,4,1,3,5,3,4
16973,Quality Control Analysts,Investigate or report questionable test results.,WhiteHorse,2025/4/6,3,3,4,5,3,4
22636,"News Analysts, Reporters, and Journalists",Review and evaluate notes taken about news events to isolate pertinent facts and details.,WhiteHorse,2025/4/6,3,2,4,4,5,4
22642,"News Analysts, Reporters, and Journalists","Check reference materials, such as books, news files, or public records, to obtain relevant facts.",WhiteHorse,2025/4/6,3,2,5,5,3,3
16979,Quality Control Analysts,Compile laboratory test data and perform appropriate analyses.,WhiteHorse,2025/4/6,4,3,4,5,2,4
22631,"News Analysts, Reporters, and Journalists","Select material most pertinent to presentation, and organize this material into appropriate formats.",WhiteHorse,2025/4/6,3,1,3,4,4,3
1781,Editors,Review and approve proofs submitted by composing room prior to publication production.,WhiteHorse,2025/4/6,2,1,4,5,4,4
19054,Judicial Law Clerks,"Verify that all files, complaints, or other papers are available and in the proper order.",WhiteHorse,2025/4/6,2,3,5,5,4,4
286,Art Directors,"Manage own accounts and projects, working within budget and scheduling requirements.",WhiteHorse,2025/4/6,2,2,4,5,4,4
300,Graphic Designers,"Determine size and arrangement of illustrative material and copy, and select style and size of type.",WhiteHorse,2025/4/6,3,3,4,5,3,4
20557,Public Relations Specialists,"Prepare or edit organizational publications, such as employee newsletters or stockholders' reports, for internal or external audiences.",WhiteHorse,2025/4/6,2,2,3,5,4,3
18295,Precision Agriculture Technicians,Document and maintain records of precision agriculture information.,WhiteHorse,2025/4/6,3,3,4,5,3,3
295,Art Directors,"Mark up, paste, and complete layouts and write typography instructions to prepare materials for typesetting or printing.",WhiteHorse,2025/4/6,2,2,3,5,4,3
12956,Social Science Research Assistants,"Verify the accuracy and validity of data entered in databases, correcting any errors.",WhiteHorse,2025/4/6,4,1,4,4,3,3
15976,Sustainability Specialists,Develop reports or presentations to communicate the effectiveness of sustainability initiatives.,BlueLion,2025/4/6,4,2,3,3,2,2
20329,Search Marketing Strategists,"Optimize digital assets, such as text, graphics, or multimedia assets, for search engine optimization (SEO) or for display and usability on internet-connected devices.",BlueLion,2025/4/6,4,1,2,3,3,2
8861,Treasurers and Controllers,"Receive, record, and authorize requests for disbursements in accordance with company policies and procedures.",BlueLion,2025/4/6,3,1,4,3,3,3
1151,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories.",BlueLion,2025/4/6,4,2,2,3,2,2
21318,Financial Managers,"Approve, reject, or coordinate the approval or rejection of lines of credit or commercial, real estate, or personal loans.",BlueLion,2025/4/6,3,2,5,3,2,3
3226,Advertising and Promotions Managers,"Inspect layouts and advertising copy, and edit scripts, audio, video, and other promotional material for adherence to specifications.",BlueLion,2025/4/6,3,1,4,4,3,3
55,Medical and Health Services Managers,"Maintain awareness of advances in medicine, computerized diagnostic and treatment equipment, data processing technology, government regulations, health insurance changes, and financing options.",BlueLion,2025/4/6,4,1,2,5,1,2
18859,Human Resources Specialists,Hire employees and process hiring-related paperwork.,BlueLion,2025/4/6,2,4,5,4,5,4
21549,Appraisers and Assessors of Real Estate,"Compute final estimation of property values, taking into account such factors as depreciation, replacement costs, value comparisons of similar properties, and income potential.",BlueLion,2025/4/6,3,3,4,4,1,3
20318,Search Marketing Strategists,Assist in setting up or optimizing analytics tools for tracking visitors' behaviors.,BlueLion,2025/4/6,5,1,2,3,1,1
18860,Human Resources Specialists,"Inform job applicants of details such as duties and responsibilities, compensation, benefits, schedules, working conditions, or promotion opportunities.",BlueLion,2025/4/6,4,2,2,2,3,2
18853,Human Resources Specialists,Analyze employment-related data and prepare required reports.,BlueLion,2025/4/6,5,1,3,3,1,1
98,Training and Development Specialists,"Monitor, evaluate, or record training activities or program effectiveness.",BlueLion,2025/4/6,3,1,2,3,3,3
15889,Logistics Analysts,"Communicate with or monitor service providers, such as ocean carriers, air freight forwarders, global consolidators, customs brokers, or trucking companies.",BlueLion,2025/4/6,2,3,4,2,4,4
15883,Logistics Analysts,Enter logistics-related data into databases.,BlueLion,2025/4/6,5,1,3,2,1,1
15691,Supply Chain Managers,"Document physical supply chain processes, such as workflows, cycle times, position responsibilities, or system flows.",BlueLion,2025/4/6,4,3,2,3,2,2
18926,Fundraisers,"Conduct research to identify the goals, net worth, charitable donation history, or other data related to potential donors, potential investors, or general donor markets.",BlueLion,2025/4/6,4,1,2,4,2,2
15731,Online Merchants,"Receive and process payments from customers, using electronic transaction services.",BlueLion,2025/4/6,5,1,3,2,1,1
982,Human Resources Managers,"Administer compensation, benefits, and performance management systems, and safety and recreation programs.",BlueLion,2025/4/6,3,3,1,4,4,3
20846,Cost Estimators,Collect historical cost data to estimate costs for current or future products.,BlueLion,2025/4/6,5,1,4,3,1,1
2809,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Establish work procedures or schedules and keep track of the daily work of clerical staff.,GoldPenguin,2025/4/7,2,2,3,4,4,3
2714,Public Safety Telecommunicators,"Maintain files of information relating to emergency calls, such as personnel rosters and emergency call-out and pager files.",TealGiraffe,2025/4/6,3,2,2,3,2,3
19010,Computer Network Support Specialists,Provide telephone support related to networking or connectivity issues.,GreenElephant,2025/4/6,4,2,3,3,3,3
1321,Network and Computer Systems Administrators,"Perform routine network startup and shutdown procedures, and maintain control records.",GreenElephant,2025/4/6,4,2,2,2,2,2
11363,"Production, Planning, and Expediting Clerks","Review documents, such as production schedules, work orders, or staffing tables, to determine personnel or materials requirements or material priorities.",GrayLion,2025/4/6,4,1,3,3,2,2
11367,"Production, Planning, and Expediting Clerks","Record production data, including volume produced, consumption of raw materials, or quality control measures.",GrayLion,2025/4/6,5,1,1,1,1,1
22425,Librarians and Media Collections Specialists,"Develop, maintain, and troubleshoot information access aids, such as databases, annotated bibliographies, Web pages, electronic pathfinders, software programs, and online tutorials.",300,2025/4/29,4,3,2,2,1,3
19051,Judicial Law Clerks,"Research laws, court decisions, documents, opinions, briefs, or other information related to cases before the court.",300,2025/4/29,4,1,3,5,2,2
19057,Judicial Law Clerks,"Enter information into computerized court calendar, filing, or case management systems.",300,2025/4/29,4,1,4,2,2,2
3407,Loan Officers,"Approve loans within specified limits, and refer loan applications outside those limits to management for approval.",GreenElephant,2025/4/6,4,2,4,3,3,3
2717,Public Safety Telecommunicators,Read and effectively interpret small-scale maps and information from a computer screen to determine locations and provide directions.,GrayLion,2025/4/6,5,1,2,2,2,1
1269,Computer Programmers,"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",GreenElephant,2025/4/6,4,2,3,3,2,2
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",GreenElephant,2025/4/6,3,2,3,3,2,4
1314,Database Administrators,"Review workflow charts developed by programmer analyst to understand tasks computer will perform, such as updating records.",GreenElephant,2025/4/6,4,2,3,3,3,3
1251,Credit Analysts,Prepare reports that include the degree of risk involved in extending credit or lending money.,GreenElephant,2025/4/6,4,2,4,4,3,3
16171,Information Technology Project Managers,Develop and manage work breakdown structure (WBS) of information technology projects.,GreenElephant,2025/4/6,2,3,4,4,4,5
14734,Web Administrators,"Monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel.",GreenElephant,2025/4/6,3,2,3,3,3,4
16159,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",GreenElephant,2025/4/6,3,3,4,4,3,4
7373,Mathematicians,"Address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",GreenElephant,2025/4/6,4,2,3,3,1,2
3411,Loan Officers,"Obtain and compile copies of loan applicants' credit histories, corporate financial statements, and other financial information.",GreenElephant,2025/4/6,4,2,3,2,2,2
1287,Computer User Support Specialists,"Maintain records of daily data communication transactions, problems and remedial actions taken, or installation activities.",GreenElephant,2025/4/6,4,2,2,2,2,2
14624,Computer and Information Research Scientists,Assign or schedule tasks to meet work priorities and goals.,GreenElephant,2025/4/6,3,2,3,3,2,4
2714,Public Safety Telecommunicators,"Maintain files of information relating to emergency calls, such as personnel rosters and emergency call-out and pager files.",GrayLion,2025/4/6,3,2,3,3,2,3
2797,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Review work done by others to check for correct spelling and grammar, ensure that company format policies are followed, and recommend revisions.",GoldPenguin,2025/4/6,5,1,1,1,1,1
768,Legal Secretaries and Administrative Assistants,"Organize and maintain law libraries, documents, and case files.",GoldPenguin,2025/4/6,3,1,3,4,1,3
773,Legal Secretaries and Administrative Assistants,Submit articles and information from searches to attorneys for review and approval for use.,GoldPenguin,2025/4/7,3,2,1,3,3,3
788,Medical Secretaries and Administrative Assistants,Complete insurance or other claim forms.,GoldPenguin,2025/4/7,3,1,3,4,2,2
20282,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Set up and manage paper or electronic filing systems, recording information, updating paperwork, or maintaining documents, such as attendance records, correspondence, or other material.",GoldPenguin,2025/4/7,5,2,1,2,2,1
20281,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Create, maintain, and enter information into databases.",GoldPenguin,2025/4/7,3,2,2,3,2,3
11406,Data Entry Keyers,Maintain logs of activities and completed work.,GoldPenguin,2025/4/7,3,2,1,2,3,3
782,Medical Secretaries and Administrative Assistants,"Operate office equipment, such as voice mail messaging systems, and use word processing, spreadsheet, or other software applications to prepare reports, invoices, financial statements, letters, case histories, or medical records.",GoldPenguin,2025/4/7,2,3,4,3,4,4
776,Medical Secretaries and Administrative Assistants,"Compile and record medical charts, reports, or correspondence, using typewriter or personal computer.",GoldPenguin,2025/4/7,4,2,1,3,2,2
2793,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Locate and attach appropriate files to incoming correspondence requiring replies.,GoldPenguin,2025/4/7,3,2,1,1,2,2
11402,Data Entry Keyers,"Compile, sort, and verify the accuracy of data before it is entered.",GoldPenguin,2025/4/7,4,2,1,3,1,2
2801,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Schedule and confirm appointments for clients, customers, or supervisors.",GoldPenguin,2025/4/7,5,1,2,1,2,1
20280,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Use computers for various applications, such as database management or word processing.",GoldPenguin,2025/4/7,2,2,2,4,3,4
2805,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Conduct searches to find needed information, using such sources as the Internet.",GoldPenguin,2025/4/7,4,2,2,2,3,2
2795,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Complete forms in accordance with company procedures.,GoldPenguin,2025/4/7,2,2,3,2,3,2
20284,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Compose, type, and distribute meeting notes, routine correspondence, or reports, such as presentations or expense, statistical, or monthly reports.",GoldPenguin,2025/4/7,2,3,4,3,4,3
11404,Data Entry Keyers,Store completed documents in appropriate locations.,GoldPenguin,2025/4/7,2,3,3,2,3,3
766,Legal Secretaries and Administrative Assistants,Schedule and make appointments.,GoldPenguin,2025/4/7,5,2,2,1,2,1
21079,Legal Secretaries and Administrative Assistants,Make travel arrangements for attorneys.,GoldPenguin,2025/4/7,4,2,2,1,2,2
786,Medical Secretaries and Administrative Assistants,Transcribe recorded messages or practitioners' diagnoses or recommendations into patients' medical records.,GoldPenguin,2025/4/7,3,1,2,3,1,2
2806,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Provide services to customers, such as order placement or account information.",GoldPenguin,2025/4/7,3,2,1,3,1,2
784,Medical Secretaries and Administrative Assistants,"Perform various clerical or administrative functions, such as ordering and maintaining an inventory of supplies.",GoldPenguin,2025/4/7,2,1,2,4,2,3
774,Legal Secretaries and Administrative Assistants,"Complete various forms, such as accident reports, trial and courtroom requests, and applications for clients.",GoldPenguin,2025/4/7,3,2,3,4,2,3
11401,Data Entry Keyers,"Read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners.",GoldPenguin,2025/4/7,3,2,4,3,1,3
20285,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Perform payroll functions, such as maintaining timekeeping information and processing and submitting payroll.",GoldPenguin,2025/4/7,4,2,1,2,2,1
2800,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Maintain scheduling and event calendars.,GoldPenguin,2025/4/7,3,2,3,1,4,2
783,Medical Secretaries and Administrative Assistants,"Transmit correspondence or medical records by mail, e-mail, or fax.",GoldPenguin,2025/4/7,4,2,3,2,2,2
2794,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Open, read, route, and distribute incoming mail or other materials and answer routine letters.",GoldPenguin,2025/4/7,4,2,2,2,3,2
781,Medical Secretaries and Administrative Assistants,"Maintain medical records, technical library, or correspondence files.",GoldPenguin,2025/4/7,3,2,3,2,2,3
778,Medical Secretaries and Administrative Assistants,"Receive and route messages or documents, such as laboratory results, to appropriate staff.",GoldPenguin,2025/4/7,4,1,2,2,3,2
2813,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Operate electronic mail systems and coordinate the flow of information, internally or with other organizations.",GoldPenguin,2025/4/7,3,1,2,3,3,3
21078,Legal Secretaries and Administrative Assistants,"Prepare, proofread, or process legal documents, such as summonses, subpoenas, complaints, appeals, motions, or pretrial agreements.",GoldPenguin,2025/4/7,4,2,4,3,2,1
20438,Medical Secretaries and Administrative Assistants,"Schedule tests or procedures for patients, such as lab work or x-rays, based on physician orders.",GoldPenguin,2025/4/7,4,2,1,2,3,2
1025,Purchasing Managers,Review purchase order claims and contracts for conformance to company policy.,BlueLion,2025/4/7,4,2,3,2,2,2
969,Computer and Information Systems Managers,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",BlueLion,2025/4/7,2,1,2,4,4,4
15709,Online Merchants,Deliver e-mail confirmation of completed transactions and shipment.,BlueLion,2025/4/7,5,1,2,1,3,1
18865,Human Resources Specialists,"Perform searches for qualified job candidates, using sources such as computer databases, networking, Internet recruiting resources, media advertisements, job fairs, recruiting firms, or employee referrals.",BlueLion,2025/4/7,3,2,4,4,4,3
16190,Search Marketing Strategists,Optimize Web site exposure by analyzing search engine patterns to direct online placement of keywords or other content.,BlueLion,2025/4/7,4,1,2,2,1,2
15890,Logistics Analysts,Track product flow from origin to final delivery.,BlueLion,2025/4/7,2,3,2,4,4,4
1033,Purchasing Managers,Prepare bid awards requiring board approval.,BlueLion,2025/4/7,3,1,4,4,3,3
101,Training and Development Specialists,"Evaluate training materials prepared by instructors, such as outlines, text, or handouts.",BlueLion,2025/4/7,4,1,2,3,2,2
18911,Fundraisers,"Develop or implement fundraising activities, such as annual giving campaigns or direct mail programs.",BlueLion,2025/4/7,2,2,2,4,4,4
15979,Sustainability Specialists,"Assess or propose sustainability initiatives, considering factors such as cost effectiveness, technical feasibility, and acceptance.",BlueLion,2025/4/7,3,2,2,4,2,3
15697,Supply Chain Managers,Analyze information about supplier performance or procurement program success.,BlueLion,2025/4/7,3,2,4,4,2,3
80,Cost Estimators,"Analyze blueprints and other documentation to prepare time, cost, materials, and labor estimates.",BlueLion,2025/4/7,3,1,3,4,2,3
106,Training and Development Specialists,Devise programs to develop executive potential among employees in lower-level positions.,BlueLion,2025/4/7,2,2,4,4,5,4
993,Human Resources Managers,"Maintain records and compile statistical reports concerning personnel-related data such as hires, transfers, performance appraisals, and absenteeism rates.",BlueLion,2025/4/7,5,1,3,3,2,1
18857,Human Resources Specialists,Contact job applicants to inform them of the status of their applications.,BlueLion,2025/4/7,5,1,2,2,2,1
3233,Advertising and Promotions Managers,Monitor and analyze sales promotion results to determine cost effectiveness of promotion campaigns.,BlueLion,2025/4/7,5,1,2,3,1,1
1143,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Prepare purchase orders, solicit bid proposals, and review requisitions for goods and services.",BlueLion,2025/4/7,3,1,2,3,2,3
15980,Sustainability Specialists,"Monitor or track sustainability indicators, such as energy usage, natural resource usage, waste generation, and recycling.",BlueLion,2025/4/7,4,3,3,2,1,2
21550,Appraisers and Assessors of Real Estate,"Prepare written reports that estimate property values, outline methods by which the estimations were made, and meet appraisal standards.",BlueLion,2025/4/7,2,4,4,4,2,4
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",GreenElephant,2025/4/7,3,2,3,3,2,4
95,Training and Development Specialists,"Schedule classes based on availability of classrooms, equipment, or instructors.",BlueLion,2025/4/7,4,2,2,2,3,2
